type,encoded_text,scheme,num_of_chars,contains_bit_only,contains_decimal_only,contains_hex_only,contains_alpha_only,contains_upper_case_only,contains_lower_case_only,contains_mixed_upper_lower_case,contains_equal,contains_slash,contains_dot,contains_colon,contains_special_chars
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$j1EqBUDo3VvL+f+f03oPYQ$RWEeOXlUS1GEQ1GB1CUM+vXTonsTaBGLCGQZbxTaWoU",None,102,0,0,0,0,0,0,1,1,0,0,0,1
Django BCrypt,bcrypt$$2b$12$F97hd/QAKmHfJFXBnKC0bucFaH.6.ozX/FHSwh7yIMfGWaUy9dKRy,None,67,0,0,0,0,0,0,1,0,1,1,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$SHUxxQLtCW28AFR/xYjj6Ovz0C2aIqw3iz79x33pzPEocOfIapclG,None,74,0,0,0,0,0,0,1,0,1,0,0,1
Django DES Crypt,crypt$C5$C5iqUjuZSc.p6,None,22,0,0,0,0,0,0,1,0,0,1,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$2Uj69L2yNfZt$o7h+hHeTBOKfhdULDHLER2gc5+U=,None,60,0,0,0,0,0,0,1,1,0,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$WP7JyaHSqFjE$lc5/2Uzg/jhL7UgldPhO/X8wP0WnzdNOPA8mee244AA=,None,77,0,0,0,0,0,0,1,1,1,0,0,1
Django salted MD5,md5$tziAVzpJnvaW$7fe5e3942aa4b1874ea48cf5c4cea69d,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$j82bK1gcn69f$22ffd470f14e9b3ee1a8dbb56dc67b7d629ef38d,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.B6963286F03E27E47CEFFD5FAB75CE79AF758E71AE95D2DADB3B2764CC3987D07AAF95F25E2B4528258470CE3967CCF91F43A81542C839879092528A91526ACD.675503EE24648BB813BBAD40679A907C4DEE36AB4271F8DC986A01D082D76E5EDD1D0A931C2EBDB89128AEDD24AA19BB4EB69D3207AB471EB41259382A3B6392,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,6f6c69766572,None,12,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA1,d7149c70d7095c99e48028844a84b1afc5ddb872,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,495f2b66b8b528e46b5c7637857d729ce9e7225ae6d22cddf1433c8bed4effb7,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,c10e93c3d30231962322b850f08badb59780ca2fe201baa690771f379a318ef2e96a2dbdecc5963b829de105d000ac62559a7efc6945ca2029ae4d7f928d35b8,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,7dd032a453da8c1fc508162fb82c19d7f9218b4e2f04ad238080dd57,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,ff8edc17ff2dece3e53262a466b5fd5857eef809e0883fc2fcc56b94fa282081,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,124a6193bd285120b9ed558a771edc9a69e9bc3c258ec47752ed5305c6d41f85244ee59dcf55d91f0b3bb4e78fd697e9,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,bf31235755aa509177ee9d14f097486b5b001567f96c1194f945782b9134526d0df13658e0d397a23b1cc025d12c0cc5a703f73ba360968c13735ed067c504b4,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}rK4nOlpciLRrNtZaJfX0NQ==,{MD5},29,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted MD5,{SMD5}wSLzxdRekuUxMqmZ6ocP+gDAOIc=,{SMD5},34,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA1,{SSHA}//ZoWbdiodQh3Qp4fLdy6wT/9dBFyDmH,{SSHA},38,0,0,0,0,0,0,1,0,1,0,0,1
LDAP salted SHA256,{SSHA256}hkJ1DxtxL/wjOwGgGRKvFYEkSTGCvG9GW/x75idkth15j1GqlbL23g==,{SSHA256},65,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA512,{SSHA512}s0lmH5yN/zM3qOJjB57iPnRy/O3xg/8pWbGAt6HW/LAxVfDekGawdWe5K6MRGs+yULDDKveMr8Rl5gTAS+vRIr73XiuFsFYq,{SSHA512},105,0,0,0,0,0,0,1,0,1,0,0,1
LDAP SHA1,{SHA}xTkVO6H5R71Lb5ECY7lnxKCmI1c=,{SHA},33,0,0,0,0,0,0,1,1,0,0,0,1
LM,617093781cc21a60aad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,39be8ba95312bf4ba362d97f7e327371,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,acae273a5a5c88b46b36d65a25f5f435,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$frec4Uv7$1Inlc//ITTejCvy1ewLlQ/,$1$,34,0,0,0,0,0,0,1,0,1,0,0,1
MSSQL 2000,0x0100A0D4BAB7D9A363C0C07386736204556FB9E4C379F2E052FF4FFEA269CDEEDA59B2FB8FD5CBFE14F51103A904,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x010096D2DA7B4048B3D73F5A4FAE405D48A8B0FBAD0AE7F84172,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,0aa606cb140f7b7d,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*843C9EA91F3C62BC03EBC363F5B2F4CD2231C959,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,556c52008436c466b802843877ce5b77,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,FBD5F8177F4C51C1,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:F12B11473DFDFBE4DAF477026BCE67BD29AABB69538E1EA77E9A8195387A,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,f572a5d4afb77d44e72dc290cb2ddc0a0aec432bbcb46bc9ebd1a96bb1e3b7c7,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,b0a51ed0756f491e786400edb99ede7cf3f22d8fd4303480cc9410623098fd29c925cd9c945367a0b6179146ab3a9817ffd5b5b6cfb4033d98824e4a794acedd,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$HDGLeQ1ZudWya7HjVQM57RzOrCnvch1,$P$,34,0,0,0,0,0,0,1,0,0,0,0,1
PostgreSQL MD5,md50780a845a7b31516f2fbf7c7b800f5ee,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,byvire,None,6,0,0,0,1,0,1,0,0,0,0,0,0
ROT47,@=:G6C,None,6,0,0,0,0,1,0,0,1,0,0,1,1
SCRAM,"$scram$100000$7T1HKIUQYqwVYqwV$sha-1=.DYtlat6MdK8peMHr7.RsRNeTLM,sha-256=cCxEH0fL6ilSpX9YIO8Xgym6diFj.dNcVYGY/MzAB6M,sha-512=Sr2/zxycqGEYg76EklHKKLciQxqUyHyu1cyatmX/mC/PJAY8gUKlciPlI99lOUf9/gZgylgBRxh3kwbPMIoS6w",$scram$,211,0,0,0,0,0,0,1,1,1,1,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$xtjb27t3jhFCiLEWIsT4Hw$sbvNwWx1LgstidqvDV2XNkRRM2UZ6uaIpPvUCnAoVxs",$scrypt$,88,0,0,0,0,0,0,1,1,0,0,0,1
SHA1,c539153ba1f947bd4b6f910263b967c4a0a62357,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$ZSTUppjM$/VTcwDg92Ya8QTY9uBmGd5mkV8EM,$sha1$,50,0,0,0,0,0,0,1,0,1,0,0,1
SHA224,87039623309faef47f66f6fc46ce73f339e7e333d5b4d936e13b06ad,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,7dfef7aed2105b7eceb4d34e1ad84fdad4693bd5de041e1b47079efeb6001a83,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$HMpLUDNJdYlpqgfS$n/0DPlnz.samdMC6zOIgj4j8jum/JuZGWGJTQ3TZmw5,$5$,77,0,0,0,0,0,0,1,1,1,1,0,1
SHA384,d4d3227bea88b70e327e34d07de00500f4fb5d968bdd52a1846df40fc9324c2c32e962a27291eab9c632b26ca68081be,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,b4e6749fe6bc93783b33a14a4b1e795f71fd66ace13ff7e6e5bffe86337bbedbc37ecfeee8a355421e88d76e1e1b9aaf53e7e95152ba39a2961d5a1f4b3d39c2,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$.YoHyJLVdhuMAsdg$3y5TZAVOeeqoFWiZupXLMJs.1hB.uh288mUy42OR8HjVCEmBJ6Kxh7K.4HAzINMgp3v6gfJCqAMSXd9GFePPf.,$6$,120,0,0,0,0,0,0,1,1,0,1,0,1
SHA3-224,16a6957590ab584b392d3bccc21de316579d597444d7c5ce5a9101ff,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,352fb0292d54c11500cf7317defef33fa96acf8d728da4620e6c7f6c3c71b772,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,53cfeaa0f13acd5e36d90116ca31cb051fd525e49bcc5d7367747741e932fb39ee23338405ca993402dcdd8846e2cbbd,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,f8fbd1a4c9d194306b8f00ee91d14dcb972edb72836d601a52e7180768a1235861335377df0bf6e477829a11446b3afcdac472702af52b3d729051aec43d6328,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Vigenere,ypgfip,None,6,0,0,0,1,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$ub5Nmc0g$uNezYZHmLIvD9OdjvZCmN0,$apr1$,37,0,0,0,0,0,0,1,0,0,0,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$wth7z1lL6R3DmPP+vxeC0A$8QX8lWNEPPZHKzN4bShePJOvhRkXnsp4zZbj4lHYQ4o",$argon2id$,97,0,0,0,0,0,0,1,1,0,0,0,1
Atbash,pvmmvgs,None,7,0,0,0,1,0,1,0,0,0,0,0,0
Atlassian PBKDF2 SHA1,{PKCS5S2}MybEuDfm/L+XkvI+B0CodYQo9b40H4ZeAyL5ycy7QDsMRIZpLbl/v2abTUI9VLKt,{PKCS5S2},73,0,0,0,0,0,0,1,0,1,0,0,1
Base32,NNSW43TFORUA====,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,a2VubmV0aA==,None,12,0,0,0,0,0,0,1,1,0,0,0,1
BCrypt,$2a$12$/y9F9cbMbR7Ydrlcl3jao..cT1lSua3RH.PJ2MTz5f4o4r6cLzYda,$2a$,60,0,0,0,0,0,0,1,0,1,1,0,1
BCrypt,$2b$12$IIfZesCxsRSXS1FdN7ideODD2HHNkmtTtviM0PigcyfyjY3wI7bWi,$2b$,60,0,0,0,0,0,0,1,0,0,0,0,1
Binary,1101011110010111011101101110110010111101001101000,None,49,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,24788bbe23dc5349b8b92a845d8e9a79cc8ef1251ea86b17f03cc40c27280c184e9cfa8faef921691e47d2c6ad759969f36cec46596cf0b737dc86de15aa2c48,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,c68edddd43488dbe49e4be9144aec94971f6aa3886d524cd898669bb7526ea3b,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.7Z9DHMiFhqHY65Q,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,oirrixl,None,7,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,CwXH5XYP.Hby1J47,None,16,0,0,0,0,0,0,1,0,0,1,0,1
CISCO-PIX MD5,CwXH5XYP.Hby1J47,None,16,0,0,0,0,0,0,1,0,0,1,0,1
CISCO Type 7,04500E0801245846,None,16,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,36984,None,5,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,179173345,None,9,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,2268257547943191774,None,19,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,107101110110101116104,None,21,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,gWx1r4QeBBTKY,None,13,0,0,0,0,0,0,1,0,0,0,0,0
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$+B9DCGGslVKq9Z5TCoEQIg$9uQaftpZCmCnNXDfHs798Hsy0j01IGdTLFDiS7PucHw",None,102,0,0,0,0,0,0,1,1,0,0,0,1
Django BCrypt,bcrypt$$2b$12$KpVigKV9vAcigd2VxXdc1e6cTSuI819J8zih.KK5UBL9TkUDeZD1C,None,67,0,0,0,0,0,0,1,0,0,1,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$cB.t2hWNTLSv0hNb/JVF9OyHV9KoRdxjWQZiEgVTskxAWvsHLZNYu,None,74,0,0,0,0,0,0,1,0,1,1,0,1
Django DES Crypt,crypt$Iw$IwC3KSphSFnKA,None,22,0,0,0,0,0,0,1,0,0,0,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$yDTDEyiij3a7$a4eIUtVjS3yAzBsk1MDefrQ2+6o=,None,60,0,0,0,0,0,0,1,1,0,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$r7XCF0cjkajy$o104pZ5OKlMi42t5rl3wfhf05SELyZg3N9IhbDStsZ0=,None,77,0,0,0,0,0,0,1,1,0,0,0,1
Django salted MD5,md5$KZq2ErBV8PR2$1ace06692b1da582e2df70004a28593d,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$BNWcllPKjmHp$3e70bdfe3b7e311c0c2ba68d21fe6e1d2ec8549d,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.6D8D71CE59EB5DABD5DA9B536ACD59EBFDDF5BCB3947A895F2DE9B53CA19C3B81702A0B41642A8B5F63EC7F87FEF9DF3DE5B0B8150AAB5564AA915C2788F11C2.30769F8F2C1B7E473F910CCBD567913BE6BDB5275157D22DFFE8618CC4098BA90BEFF82C0C329CADEF0E79B5EB150D888A8109831B11DA6523BD5C3290790F48,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,6b656e6e657468,None,14,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA1,211a660ddd0f9dfec0792db4b7545bbf49f48ca7,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,2d5e1ad737fc8b1ffef191f5f1525178c3e39c271bccbf4110a567eef3ee3654,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,e767b4cd3ba21354017e7f45ecfb4f6f1e43c7f63c16155c2b73b632218060a01579d1344ad5505d8db41910fdfa96e51c8f075e2c59614e36bdaa432cc2367f,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,63897abdef9297334c5031173ee0b8e7a56fed059201c964b18fb330,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,37c1d59d664c07a2208c02159d069ad99741756ce0dfcef0f3d48e9d1fd7e9e8,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,79a068b51ade7153ff038e13b2eff6b05acd62909e56661376b02f1ff8333b136f639c98a9d705270b15b3ce88f1af3a,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,45de46929d116c1f9ccea0aaae831cc84de97688b87bba74164cd1b3505e7f5da590f1b7ccbb90540f57df26397021ff357bc27f9e7917c3f0ba0b6dbb284184,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}fKlVvZLKiwBUjd820ueSFw==,{MD5},29,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted MD5,{SMD5}gBCU3A4hHq+9l7xGkeIlNZUyxng=,{SMD5},34,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA1,{SSHA}TKc+7vwv2S8lbVbvpcXF1LMZmef0/r+3,{SSHA},38,0,0,0,0,0,0,1,0,1,0,0,1
LDAP salted SHA256,{SSHA256}iAaXuarD7dY4l4hj8dnlY2bz1Ac12tj6KYlRXJjSQKzz/t8bI0TIeQ==,{SSHA256},65,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA512,{SSHA512}WKir4WHJEXw3t3/uHaxw1HWbCbsmJg+jQhj9KS5RGujrclWnYojhryE+0af8bP86xuSq0UmC7y1iOHuKSIfjlhQiZKyV8v5/,{SSHA512},105,0,0,0,0,0,0,1,0,1,0,0,1
LDAP SHA1,{SHA}vSVi91TskjQvk/YcJdcx4pCi/6g=,{SHA},33,0,0,0,0,0,0,1,1,1,0,0,1
LM,7f079c87a6f5b2e0aad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,c404d07cdcde517853cdbb32ef42b726,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,7ca955bd92ca8b00548ddf36d2e79217,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$PkWZcQYQ$j3PCg7OwfB4jo1TBkw5cA.,$1$,34,0,0,0,0,0,0,1,0,0,1,0,1
MSSQL 2000,0x01003306A094B5EBDB59B1C18D30F5E034C82C346C436A7879D1932E0DC3EB1F45BD83E6990BF262FF315B9148E3,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x0100580BA154E995F6AD28BA4B288B1217CEFA0B335988053C06,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,7fa3a5cf3d59ebe7,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*1BF11C716A94B746E7D032DAF5BB0E7B34C0FE18,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,966e926561064a4867b938f5499bb6b6,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,E3BF598D645414E3,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:60C1064BA833290E43CB2B3905BA575200F4C25659BA412FD9A34588D1F3,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,d139569085b071ef4835a64dc389a25f3d187a00e7c830cefa5d41dfd384732a,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,67f2cd12ca9c197e5150285e5bbc3c056c172fe702d1015254d3145101a76580116b4b8da52f87a356f5c946519df004a35051dd5d4c291a8456c8007aadcd76,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$HkXVGLrFGIm/xXpDD2Frjm1GMwD2oa/,$P$,34,0,0,0,0,0,0,1,0,1,0,0,1
PostgreSQL MD5,md54593ec22e1f7b8c540416b1f586eed2b,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,xraargu,None,7,0,0,0,1,0,1,0,0,0,0,0,0
ROT47,<6??6E9,None,7,0,0,0,0,1,0,0,0,0,0,0,1
SCRAM,"$scram$100000$.d/bG0PIuXdOqXXO$sha-1=FzE8I7K1OYKsWMvoG25Ks6HCPNA,sha-256=G9dU8VM4JSbaKx3hxJ7/01kcH9JQuVH/c/s9cU5jFWM,sha-512=ddOnhPfLuGG36ospAwtTpIqU6ab0QZNcYA92o2gJwT1MHLVWBQiNU06a/es/qFKI2dCueh4JIfxeiQXQPojv9w",$scram$,211,0,0,0,0,0,0,1,1,1,1,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$tXYOgdCa814rBcA4J+T8fw$wLkxwwdKfwqI7K8HlouPj4Q26tpMkKiyhcR0ML8hboM",$scrypt$,88,0,0,0,0,0,0,1,1,0,0,0,1
SHA1,bd2562f754ec92342f93f61c25d731e290a2ffa8,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$8GyKYq5e$wP0I0DsKURGVyxnvWuFJHOekEBCx,$sha1$,50,0,0,0,0,0,0,1,0,0,0,0,1
SHA224,cd3f17f6aae6dce838231126a8985e959e8e53dc64142eb201406458,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,997d365120369bd47e6b01b4f595a2c023502eec97c3247ff72712a0ee944c6e,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$1UAhv3CQ7yvazgf7$xvxST7tyi4lzGk27.cfojSpY71MPqMcH6Q9eIXFmE29,$5$,77,0,0,0,0,0,0,1,1,0,1,0,1
SHA384,6a1e9e2d9b75e944ae0061145fde801b7fa05707bdbca2cba9224613747d0fd873b3133d1cbff5f2951bd57e1ff4289a,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,32a68350fd880d2bf162dca58ff5012cd955dfaec8b8a27d7c9908b4db69003c68782fb40a573853ffdc3faf0dbc3b35b2d944b5c38e77c23e8c89628cc782eb,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$OTdwJNIvhrce.0Ob$s4WBlNW2nbvrnXm4.04G5D.vTzntFptvYJTzGOmNOqZdrezX3vU3UfwYrIODKSFM/N0AdWwvWDOcTvESg7yoq.,$6$,120,0,0,0,0,0,0,1,1,1,1,0,1
SHA3-224,2327c26dfdf9105f067b4385b361e3259aba9c7f3a4838793c870d7c,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,7b050c42efc01de4398e771d3b4ef81d75b2cf401f9d302cf207fb7d6e6658e5,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,e965923968b41ed88176e57373ffa6b931e186092d4167cb055ea163ec63df7900add1305d7227b98e6e3a9a72be1f96,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,22f892945891695a1e5a7da369632a09ea55ce445c0f5932159fdb4b72b7f6820009ef1dd4db0ee416adba3073e4d59f5db00760f4e531b5cc87f9adeb83523a,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Vigenere,uilxirr,None,7,0,0,0,1,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$z2bqy1S5$4Am1tTVi7AMEtQuhK0esN0,$apr1$,37,0,0,0,0,0,0,1,0,0,0,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$1przHgMAYCxFyFlrzTnHGA$bEXDlmAqy4Z1KxksYrK/N0fHR7t33DWcK42sOj8MBxg",$argon2id$,97,0,0,0,0,0,0,1,1,1,0,0,1
Atbash,uivvwln,None,7,0,0,0,1,0,1,0,0,0,0,0,0
Atlassian PBKDF2 SHA1,{PKCS5S2}vZfSmjPGmDPGuDfG+L83JqBfLagDBYhBkfJvdROa076s076yTVdyNXb4TBIiu4D2,{PKCS5S2},73,0,0,0,0,0,0,1,0,0,0,0,1
Base32,MZZGKZLEN5WQ====,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,ZnJlZWRvbQ==,None,12,0,0,0,0,0,0,1,1,0,0,0,1
BCrypt,$2a$12$u1gD3o7jbSAqKr9DAeKNueeYONTcVh9EwT8Ce4jaz8QRQid7r/PjC,$2a$,60,0,0,0,0,0,0,1,0,1,0,0,1
BCrypt,$2b$12$Dpe.3lIDdEibZ.kppY/8v.kGLSBAiw7YupGHN4fqgyBcUX8ZUJKoy,$2b$,60,0,0,0,0,0,0,1,0,1,1,0,1
Binary,1100110111001011001011100101110010011011111101101,None,49,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,817f2f00b6a68135be3c3c2743e7fd690ed228b893c74705e20294a4ec46e2820605e374d4e9f18421455439f2b52216b470aa589567774edcd64cd44cc28ac8,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,56b2750405c44e0f11e8105a69413a616b4c1a969389321b7fa027129d0f826c,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.itJBgcPk6hC75qQ,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,jviihsq,None,7,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,nOYIZC6hNL8fA6ie,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO-PIX MD5,nOYIZC6hNL8fA6ie,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO Type 7,110F0B0012160401,None,16,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,57931,None,5,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,3406400407,None,10,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,13843527831042315654,None,20,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,102114101101100111109,None,21,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,75P8zVVrE2AFc,None,13,0,0,0,0,0,0,1,0,0,0,0,0
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$ak2ptbaW0lpLqRXiXEuJkQ$582OHjd7va3F/zQvPZztXuvxtsfAB42cfb8wshKuzs4",None,102,0,0,0,0,0,0,1,1,1,0,0,1
Django BCrypt,bcrypt$$2b$12$A3TPNwf.COMSMCLxDciVU.cLa0IY2Ep8Cy0W7vOWG1DJM7H790Dre,None,67,0,0,0,0,0,0,1,0,0,1,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$snmY7kLkdJA3kRbR7NqawOHAJ2IH9wEfaQxiMp9ibiyEp9St6GFtC,None,74,0,0,0,0,0,0,1,0,0,0,0,1
Django DES Crypt,crypt$u1$u15MKhy6VZZqY,None,22,0,0,0,0,0,0,1,0,0,0,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$EqBHgfvrssPk$OVJ8oIf6EATqGAW7XDiZuaD4Q7c=,None,60,0,0,0,0,0,0,1,1,0,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$GoUzuTmEUoAp$zO/gTZtBEaMBpaApJ9gYCE4qtmepMX59dTF2oEVD3CM=,None,77,0,0,0,0,0,0,1,1,1,0,0,1
Django salted MD5,md5$uJYZDoDYs4Ir$4b992afec27a8da6031715ef275a711f,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$lIk6a2VH5D8n$5234fad99ef4bbbfbe047f607f9ad7cfa1771e97,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.36A6744E49698D712E65ACF5DE1B83F0DE5B6BADB5F6BE97726E6DCD59ABD5DADB7BCF592BA534668CB116C218A3943206A0D45AEB5D8BD17A6F8D11E27C6FAD.839B95045CB4BA56496CCD08B74E1180FA0A0FCBDC20166EC4F9FA7EBC079BA6BA776603AC5B85DF2DFB6BAAC2203BFDEA9BF518A0A50EC303F92D3554B0DD4D,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,66726565646f6d,None,14,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA1,0e34c44c076f259199715384e3f64106c28a8b6f,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,a756bd38799847c5b6de29b0411db99fee2e9f4585849b03f2c6d539ce4840f2,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,235d4dd7176ed2999e8f146a64d34aaf86261493e2a0c1b804161a57aab00cf166e1fc14411d66dd8e8e8fb38a7c89cbc57882d7e07882876034a0ea842249bf,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,ed2d80f9d837b5c4533999fea7d15a92a2b9d118b96e7cf46ad748dc,None,56,0,0,1,0,0,1,0,0,0,0,0,0
